idd_pol_policy,idd_cus_customer,idd_prd_product,d_cov_start,d_cov_end,amt_written_premium,cov_days_total,cov_days_elapsed,amt_earned_premium
P-2024-000513,100784,19bd7beafce7eb141e672aec8fe7d7c3,2024-09-21,2025-09-19,263.28,364.0,345,249.54
P-2024-000544,100588,dcfcf92bb54103cb27c8801b1960989c,2024-09-30,2025-09-09,753.2,345.0,336,733.55
P-2024-000566,100437,ee203b1703de1595784024279eff985b,2024-01-30,2025-05-25,580.89,482.0,482,580.89
P-2024-000585,100552,ee203b1703de1595784024279eff985b,2024-02-10,2024-10-22,209.82,256.0,256,209.82
P-2024-000613,100530,a2a38920c9919e09c8703d8892080502,2024-02-23,2025-01-01,45.83,314.0,314,45.83
P-2024-000619,100866,ee203b1703de1595784024279eff985b,2024-08-14,2025-08-08,315.16,360.0,360,315.16
P-2024-000647,100721,eb1f8989a62d585d97875883da198e51,2024-12-26,2025-09-22,19.36,271.0,249,17.79
P-2024-000654,100401,ee203b1703de1595784024279eff985b,2024-06-18,2025-06-03,558.58,351.0,351,558.58
P-2024-000724,100087,7f89c4cd954b7f708ce420be328cebb4,2024-01-09,2024-12-06,109.31,333.0,333,109.31
P-2024-000739,100978,eb1f8989a62d585d97875883da198e51,2024-10-09,2025-06-18,52.6,253.0,253,52.6
P-2024-000789,100435,dcfcf92bb54103cb27c8801b1960989c,2024-05-10,2025-03-02,735.61,297.0,297,735.61
P-2024-000816,100827,3c66679311c1abec9d9192d01ce26f07,2024-07-17,2025-10-03,295.25,444.0,411,273.31
P-2024-000860,100231,a2a38920c9919e09c8703d8892080502,2024-06-10,2025-05-14,27.38,339.0,339,27.38
P-2024-000862,100731,ee203b1703de1595784024279eff985b,2024-04-23,2024-12-30,97.83,252.0,252,97.83
P-2024-000867,100542,dcfcf92bb54103cb27c8801b1960989c,2024-11-20,2026-04-26,386.45,523.0,285,210.59
P-2024-000896,100220,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-06-25,2025-04-27,554.86,307.0,307,554.86
P-2024-000911,100074,7f89c4cd954b7f708ce420be328cebb4,2024-08-28,2026-01-16,71.12,507.0,369,51.76
P-2024-000919,100958,7f89c4cd954b7f708ce420be328cebb4,2024-08-17,2025-12-08,102.46,479.0,380,81.28
P-2024-000945,100415,3c66679311c1abec9d9192d01ce26f07,2024-01-27,2024-11-24,402.85,303.0,303,402.85
P-2024-000962,100333,3c66679311c1abec9d9192d01ce26f07,2024-08-30,2025-05-21,375.58,265.0,265,375.58
P-2024-000970,100558,19bd7beafce7eb141e672aec8fe7d7c3,2024-08-07,2025-08-27,115.04,386.0,386,115.04
P-2024-000992,100018,dcfcf92bb54103cb27c8801b1960989c,2024-08-19,2025-06-15,504.37,301.0,301,504.37
P-2024-001052,100654,7f89c4cd954b7f708ce420be328cebb4,2024-01-09,2024-12-11,124.53,338.0,338,124.53
P-2024-001057,100131,3ef69f90a5178021fa2875bdb7700d8e,2024-09-21,2025-05-15,106.85,237.0,237,106.85
P-2024-001071,100116,ee203b1703de1595784024279eff985b,2024-12-31,2026-03-01,223.85,426.0,244,128.21
P-2024-001166,100352,3ef69f90a5178021fa2875bdb7700d8e,2024-08-20,2025-06-26,64.03,311.0,311,64.03
P-2024-001215,100382,19bd7beafce7eb141e672aec8fe7d7c3,2024-06-07,2025-02-06,292.38,245.0,245,292.38
P-2024-001225,100692,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-11-07,2026-03-21,581.66,500.0,298,346.67
P-2024-001252,100268,7f89c4cd954b7f708ce420be328cebb4,2024-04-12,2024-11-26,115.24,229.0,229,115.24
P-2024-001274,100293,dcfcf92bb54103cb27c8801b1960989c,2024-02-18,2025-02-25,314.98,374.0,374,314.98
P-2024-001288,100957,ee203b1703de1595784024279eff985b,2024-02-09,2025-05-25,164.97,472.0,472,164.97
P-2024-001316,100375,a2a38920c9919e09c8703d8892080502,2024-01-08,2025-01-10,18.45,369.0,369,18.45
P-2024-001320,100013,a2a38920c9919e09c8703d8892080502,2024-07-11,2025-03-17,57.64,250.0,250,57.64
P-2024-001324,100085,a2a38920c9919e09c8703d8892080502,2024-11-05,2025-11-04,57.4,365.0,300,47.18
P-2024-001389,100058,7f89c4cd954b7f708ce420be328cebb4,2024-09-27,2025-05-31,81.38,247.0,247,81.38
P-2024-001426,100183,eb1f8989a62d585d97875883da198e51,2024-04-16,2025-02-11,181.31,302.0,302,181.31
P-2024-001459,100355,3c66679311c1abec9d9192d01ce26f07,2024-12-23,2026-01-04,144.34,378.0,252,96.23
P-2024-001489,100367,3ef69f90a5178021fa2875bdb7700d8e,2024-03-06,2025-03-15,148.31,375.0,375,148.31
P-2024-001505,100145,3c66679311c1abec9d9192d01ce26f07,2024-11-02,2025-06-14,544.04,225.0,225,544.04
P-2024-001562,100687,3ef69f90a5178021fa2875bdb7700d8e,2024-04-20,2025-04-01,95.01,347.0,347,95.01
P-2024-001584,100658,ee203b1703de1595784024279eff985b,2024-08-05,2025-10-15,101.02,437.0,392,90.62
P-2024-001651,100476,ee203b1703de1595784024279eff985b,2024-08-16,2025-11-23,191.2,465.0,381,156.66
P-2024-001671,100258,3ef69f90a5178021fa2875bdb7700d8e,2024-07-12,2025-04-16,42.57,279.0,279,42.57
P-2024-001695,100990,19bd7beafce7eb141e672aec8fe7d7c3,2024-06-18,2026-01-05,73.02,567.0,440,56.66
P-2024-001729,100272,ee203b1703de1595784024279eff985b,2024-01-14,2024-12-28,177.8,350.0,350,177.8
P-2024-001758,100541,dcfcf92bb54103cb27c8801b1960989c,2024-11-17,2025-11-05,303.98,354.0,288,247.31
P-2024-001782,100423,3c66679311c1abec9d9192d01ce26f07,2024-07-18,2025-10-10,366.7,450.0,410,334.1
P-2024-001838,100832,19bd7beafce7eb141e672aec8fe7d7c3,2024-09-30,2025-08-17,267.64,322.0,322,267.64
P-2024-002013,100503,ee203b1703de1595784024279eff985b,2024-12-31,2025-10-16,163.11,290.0,244,137.24
P-2024-002039,100244,19bd7beafce7eb141e672aec8fe7d7c3,2024-12-13,2026-02-25,119.74,440.0,262,71.3
P-2024-002041,100789,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-08-15,2025-05-10,726.73,269.0,269,726.73
P-2024-002049,100220,3c66679311c1abec9d9192d01ce26f07,2024-12-21,2026-01-01,339.71,377.0,254,228.88
P-2024-002050,100345,3ef69f90a5178021fa2875bdb7700d8e,2024-08-04,2025-09-06,154.87,399.0,393,152.54
P-2024-002065,100309,ee203b1703de1595784024279eff985b,2024-08-17,2025-01-07,116.59,144.0,144,116.59
P-2024-002097,100243,ee203b1703de1595784024279eff985b,2024-09-10,2025-12-15,179.82,462.0,356,138.56
P-2024-002140,100001,ee203b1703de1595784024279eff985b,2024-09-13,2025-12-10,221.7,454.0,353,172.38
P-2024-002226,100588,ee203b1703de1595784024279eff985b,2024-11-13,2025-09-22,87.16,314.0,292,81.05
P-2024-002369,100541,eb1f8989a62d585d97875883da198e51,2024-09-27,2026-01-19,51.0,480.0,339,36.02
P-2024-002388,100707,ee203b1703de1595784024279eff985b,2024-11-22,2025-10-13,117.41,326.0,283,101.92
P-2024-002434,100879,3ef69f90a5178021fa2875bdb7700d8e,2024-02-24,2025-08-12,99.94,536.0,536,99.94
P-2024-002439,100778,ee203b1703de1595784024279eff985b,2024-04-14,2025-05-21,196.92,403.0,403,196.92
P-2024-002510,100519,3ef69f90a5178021fa2875bdb7700d8e,2024-05-03,2025-04-02,90.02,335.0,335,90.02
P-2024-002515,100492,dcfcf92bb54103cb27c8801b1960989c,2024-02-19,2025-04-30,183.16,437.0,437,183.16
P-2024-002544,100605,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-04-20,2025-01-24,628.06,280.0,280,628.06
P-2024-002564,100292,3ef69f90a5178021fa2875bdb7700d8e,2024-05-09,2025-04-05,70.38,332.0,332,70.38
P-2024-002624,100919,dcfcf92bb54103cb27c8801b1960989c,2024-06-30,2025-08-21,255.77,418.0,418,255.77
P-2024-002642,100884,3ef69f90a5178021fa2875bdb7700d8e,2024-07-29,2025-05-04,80.36,280.0,280,80.36
P-2024-002666,100141,eb1f8989a62d585d97875883da198e51,2024-03-28,2025-07-07,63.87,467.0,467,63.87
P-2024-002682,100456,3ef69f90a5178021fa2875bdb7700d8e,2024-05-26,2025-10-24,38.95,517.0,463,34.88
P-2024-002712,100174,7f89c4cd954b7f708ce420be328cebb4,2024-02-23,2024-11-27,65.79,279.0,279,65.79
P-2024-002725,100559,3ef69f90a5178021fa2875bdb7700d8e,2024-08-28,2025-08-23,93.91,361.0,361,93.91
P-2024-002743,100264,ee203b1703de1595784024279eff985b,2024-03-15,2024-10-01,202.19,201.0,201,202.19
P-2024-002771,100500,ee203b1703de1595784024279eff985b,2024-12-10,2025-12-02,314.6,358.0,265,232.87
P-2024-002868,100728,eb1f8989a62d585d97875883da198e51,2024-07-15,2025-11-09,112.17,483.0,413,95.91
P-2024-002935,100907,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-10-24,2025-08-09,349.7,290.0,290,349.7
P-2024-002999,100265,ee203b1703de1595784024279eff985b,2024-07-18,2025-12-21,116.89,522.0,410,91.81
P-2025-000188,100890,dcfcf92bb54103cb27c8801b1960989c,2025-01-02,2026-01-25,326.94,389.0,242,203.39
P-2025-000263,100853,a2a38920c9919e09c8703d8892080502,2025-05-28,2026-04-07,18.71,315.0,96,5.7
P-2025-000728,100180,ee203b1703de1595784024279eff985b,2025-03-15,2026-03-17,107.64,368.0,170,49.73
P-2025-000778,100447,3ef69f90a5178021fa2875bdb7700d8e,2025-05-12,2026-08-07,130.4,453.0,112,32.24
P-2025-000869,100922,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-01-21,2025-12-28,1095.4,342.0,223,714.25
P-2025-000899,100127,3c66679311c1abec9d9192d01ce26f07,2025-04-07,2026-03-24,820.02,352.0,147,342.45
P-2025-001126,100790,3c66679311c1abec9d9192d01ce26f07,2025-03-07,2025-12-24,327.11,293.0,178,198.72
P-2025-001138,100531,dcfcf92bb54103cb27c8801b1960989c,2025-02-20,2026-04-07,264.57,412.0,193,123.94
P-2025-001247,100922,2faf36b0c9f62ee6b234e8e2630d7d3a,2025-01-08,2025-10-03,622.68,269.0,236,546.29
P-2025-001255,100825,a2a38920c9919e09c8703d8892080502,2025-02-02,2026-01-25,30.07,358.0,211,17.72
P-2025-001301,100793,7f89c4cd954b7f708ce420be328cebb4,2025-02-04,2025-11-19,114.18,289.0,209,82.57
P-2025-001391,100791,dcfcf92bb54103cb27c8801b1960989c,2025-03-14,2025-10-19,587.35,220.0,171,456.53
P-2025-001554,100100,a2a38920c9919e09c8703d8892080502,2025-02-28,2026-06-05,18.37,463.0,185,7.34
P-2025-001580,100197,dcfcf92bb54103cb27c8801b1960989c,2025-01-07,2025-12-09,388.48,337.0,237,273.2
P-2025-001827,100952,3c66679311c1abec9d9192d01ce26f07,2025-02-08,2026-03-03,301.85,389.0,205,159.07
P-2025-002401,100178,dcfcf92bb54103cb27c8801b1960989c,2025-03-13,2025-11-26,340.61,259.0,172,226.2
P-2025-002463,100678,3ef69f90a5178021fa2875bdb7700d8e,2025-03-25,2026-02-28,170.33,341.0,160,79.92
P-2025-002513,100669,ee203b1703de1595784024279eff985b,2025-03-13,2026-08-27,191.73,533.0,172,61.87
P-2025-002520,100347,3ef69f90a5178021fa2875bdb7700d8e,2025-05-29,2026-07-13,238.23,411.0,95,55.07
P-2025-002527,100630,a2a38920c9919e09c8703d8892080502,2025-05-27,2026-06-06,18.75,376.0,97,4.84
P-2025-002601,100196,3c66679311c1abec9d9192d01ce26f07,2025-03-07,2025-10-01,130.52,209.0,178,111.16
P-2025-002674,100354,ee203b1703de1595784024279eff985b,2025-03-23,2025-11-16,187.84,239.0,162,127.32
P-2025-002676,100433,3ef69f90a5178021fa2875bdb7700d8e,2025-01-21,2026-03-11,158.07,415.0,223,84.94
P-2025-002775,100022,3c66679311c1abec9d9192d01ce26f07,2025-01-02,2025-09-25,512.6,267.0,242,464.6
P-2025-002781,100797,dcfcf92bb54103cb27c8801b1960989c,2025-03-16,2026-04-16,250.34,397.0,169,106.57
P-2025-002984,100087,dcfcf92bb54103cb27c8801b1960989c,2025-05-25,2026-06-17,662.81,389.0,99,168.68
P-2023-000065,100165,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-01-11,2024-01-09,557.66,364.0,364,557.66
P-2023-000090,100833,7f89c4cd954b7f708ce420be328cebb4,2023-04-15,2024-05-27,117.5,409.0,409,117.5
P-2023-000133,100151,3ef69f90a5178021fa2875bdb7700d8e,2023-05-25,2024-03-01,152.58,282.0,282,152.58
P-2023-000199,100601,ee203b1703de1595784024279eff985b,2023-10-31,2024-11-06,186.68,373.0,373,186.68
P-2023-000216,100366,7f89c4cd954b7f708ce420be328cebb4,2023-07-06,2024-05-25,179.0,325.0,325,179.0
P-2023-000248,100026,7f89c4cd954b7f708ce420be328cebb4,2023-09-30,2024-12-25,150.81,453.0,453,150.81
P-2023-000257,100379,a2a38920c9919e09c8703d8892080502,2023-09-02,2024-08-25,39.3,359.0,359,39.3
P-2023-000289,100470,7f89c4cd954b7f708ce420be328cebb4,2023-10-17,2024-11-26,26.48,407.0,407,26.48
P-2023-000298,100688,dcfcf92bb54103cb27c8801b1960989c,2023-11-26,2025-01-15,547.06,417.0,417,547.06
P-2023-000300,100122,3ef69f90a5178021fa2875bdb7700d8e,2023-08-18,2024-09-24,74.69,404.0,404,74.69
P-2023-000354,100057,3ef69f90a5178021fa2875bdb7700d8e,2023-04-21,2024-05-04,77.5,380.0,380,77.5
P-2023-000373,100562,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-01-30,2024-01-01,387.17,337.0,337,387.17
P-2023-000425,100909,ee203b1703de1595784024279eff985b,2023-06-15,2024-03-29,180.13,289.0,289,180.13
P-2023-000456,100303,3ef69f90a5178021fa2875bdb7700d8e,2023-04-26,2024-01-08,87.99,258.0,258,87.99
P-2023-000481,100899,a2a38920c9919e09c8703d8892080502,2023-12-20,2025-01-14,46.53,392.0,392,46.53
P-2023-000492,100838,dcfcf92bb54103cb27c8801b1960989c,2023-03-06,2024-05-26,994.89,448.0,448,994.89
P-2023-000549,100362,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-08-21,2024-06-24,769.74,309.0,309,769.74
P-2023-000579,100729,a2a38920c9919e09c8703d8892080502,2023-01-01,2024-04-11,35.43,467.0,467,35.43
P-2023-000674,100581,eb1f8989a62d585d97875883da198e51,2023-04-21,2024-04-30,75.55,376.0,376,75.55
P-2023-000757,100040,19bd7beafce7eb141e672aec8fe7d7c3,2023-11-07,2025-05-01,150.57,542.0,542,150.57
P-2023-000766,100247,3c66679311c1abec9d9192d01ce26f07,2023-11-08,2024-11-16,478.79,375.0,375,478.79
P-2023-000830,100433,a2a38920c9919e09c8703d8892080502,2023-08-14,2024-04-29,39.12,260.0,260,39.12
P-2023-000845,100023,3ef69f90a5178021fa2875bdb7700d8e,2023-12-28,2025-06-22,80.39,543.0,543,80.39
P-2023-000870,100283,eb1f8989a62d585d97875883da198e51,2023-08-11,2024-03-29,24.78,232.0,232,24.78
P-2023-000904,100958,dcfcf92bb54103cb27c8801b1960989c,2023-05-02,2024-06-07,499.02,403.0,403,499.02
P-2023-000976,100867,eb1f8989a62d585d97875883da198e51,2023-10-04,2024-09-08,32.05,341.0,341,32.05
P-2023-001132,100860,19bd7beafce7eb141e672aec8fe7d7c3,2023-10-12,2024-11-26,136.86,412.0,412,136.86
P-2023-001156,100943,19bd7beafce7eb141e672aec8fe7d7c3,2023-01-22,2023-12-09,185.12,322.0,322,185.12
P-2023-001173,100513,ee203b1703de1595784024279eff985b,2023-09-20,2024-08-23,51.08,339.0,339,51.08
P-2023-001229,100999,19bd7beafce7eb141e672aec8fe7d7c3,2023-10-26,2024-07-12,88.93,261.0,261,88.93
P-2023-001269,100198,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-09-20,2024-10-01,165.7,378.0,378,165.7
P-2023-001364,100653,eb1f8989a62d585d97875883da198e51,2023-12-27,2024-12-07,57.87,347.0,347,57.87
P-2023-001376,100533,eb1f8989a62d585d97875883da198e51,2023-03-14,2024-02-28,77.11,352.0,352,77.11
P-2023-001381,100079,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-09-01,2024-10-02,754.39,398.0,398,754.39
P-2023-001453,100794,a2a38920c9919e09c8703d8892080502,2023-02-12,2023-10-11,21.74,242.0,242,21.74
P-2023-001454,100106,eb1f8989a62d585d97875883da198e51,2023-06-03,2024-02-20,38.47,263.0,263,38.47
P-2023-001458,100413,ee203b1703de1595784024279eff985b,2023-06-28,2024-10-02,181.6,463.0,463,181.6
P-2023-001490,100583,ee203b1703de1595784024279eff985b,2023-09-22,2024-06-23,85.64,276.0,276,85.64
P-2023-001502,100700,ee203b1703de1595784024279eff985b,2023-12-17,2025-03-21,258.46,461.0,461,258.46
P-2023-001543,100200,a2a38920c9919e09c8703d8892080502,2023-10-05,2024-11-11,48.16,404.0,404,48.16
P-2023-001592,100317,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-06-18,2024-09-14,1091.12,455.0,455,1091.12
P-2023-001602,100435,3ef69f90a5178021fa2875bdb7700d8e,2023-07-21,2024-07-10,82.43,356.0,356,82.43
P-2023-001634,100788,dcfcf92bb54103cb27c8801b1960989c,2023-05-22,2024-04-21,580.38,336.0,336,580.38
P-2023-001716,100958,a2a38920c9919e09c8703d8892080502,2023-01-05,2024-02-16,30.34,408.0,408,30.34
P-2023-001728,100779,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-06-29,2024-04-27,448.52,304.0,304,448.52
P-2023-001750,100648,a2a38920c9919e09c8703d8892080502,2023-11-24,2024-12-21,30.22,394.0,394,30.22
P-2023-001798,100666,ee203b1703de1595784024279eff985b,2023-05-01,2023-12-21,119.59,235.0,235,119.59
P-2023-001851,100520,19bd7beafce7eb141e672aec8fe7d7c3,2023-07-15,2024-06-17,151.51,339.0,339,151.51
P-2023-001936,100833,19bd7beafce7eb141e672aec8fe7d7c3,2023-08-19,2024-08-03,169.58,351.0,351,169.58
P-2023-001939,100365,7f89c4cd954b7f708ce420be328cebb4,2023-08-13,2024-08-08,92.79,362.0,362,92.79
P-2023-001948,100331,eb1f8989a62d585d97875883da198e51,2023-07-27,2024-09-14,55.76,416.0,416,55.76
P-2023-001951,100308,3ef69f90a5178021fa2875bdb7700d8e,2023-11-24,2024-09-23,40.98,305.0,305,40.98
P-2023-001961,100616,dcfcf92bb54103cb27c8801b1960989c,2023-02-19,2024-07-02,373.44,500.0,500,373.44
P-2023-001967,100261,ee203b1703de1595784024279eff985b,2023-12-07,2024-06-16,454.31,193.0,193,454.31
P-2023-001993,100275,7f89c4cd954b7f708ce420be328cebb4,2023-09-21,2025-02-07,98.82,506.0,506,98.82
P-2023-002043,100763,19bd7beafce7eb141e672aec8fe7d7c3,2023-01-26,2024-03-19,287.56,419.0,419,287.56
P-2023-002048,100581,3ef69f90a5178021fa2875bdb7700d8e,2023-10-31,2025-02-03,56.93,462.0,462,56.93
P-2023-002216,100244,7f89c4cd954b7f708ce420be328cebb4,2023-04-05,2024-01-24,154.53,295.0,295,154.53
P-2023-002233,100650,3ef69f90a5178021fa2875bdb7700d8e,2023-02-13,2023-12-31,63.83,322.0,322,63.83
P-2023-002298,100569,a2a38920c9919e09c8703d8892080502,2023-03-25,2023-12-10,27.43,261.0,261,27.43
P-2023-002328,100184,3ef69f90a5178021fa2875bdb7700d8e,2023-12-20,2024-11-13,58.75,330.0,330,58.75
P-2023-002336,100007,19bd7beafce7eb141e672aec8fe7d7c3,2023-11-13,2024-12-08,173.85,392.0,392,173.85
P-2023-002373,100072,eb1f8989a62d585d97875883da198e51,2023-10-02,2024-08-12,35.39,316.0,316,35.39
P-2023-002374,100019,ee203b1703de1595784024279eff985b,2023-05-31,2024-10-06,299.93,495.0,495,299.93
P-2023-002442,100693,3ef69f90a5178021fa2875bdb7700d8e,2023-12-12,2025-03-08,253.0,453.0,453,253.0
P-2023-002521,100289,19bd7beafce7eb141e672aec8fe7d7c3,2023-05-21,2024-08-07,163.79,445.0,445,163.79
P-2023-002524,100959,eb1f8989a62d585d97875883da198e51,2023-05-07,2024-04-14,155.73,344.0,344,155.73
P-2023-002532,100343,3ef69f90a5178021fa2875bdb7700d8e,2023-02-27,2024-05-02,103.54,431.0,431,103.54
P-2023-002560,100278,ee203b1703de1595784024279eff985b,2023-01-08,2024-01-23,98.77,381.0,381,98.77
P-2023-002585,100838,ee203b1703de1595784024279eff985b,2023-05-05,2024-05-25,230.55,387.0,387,230.55
P-2023-002679,100155,a2a38920c9919e09c8703d8892080502,2023-11-02,2024-09-25,63.62,329.0,329,63.62
P-2023-002782,100233,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-06-19,2024-11-03,914.29,504.0,504,914.29
P-2023-002789,100273,3c66679311c1abec9d9192d01ce26f07,2023-12-12,2025-02-26,791.39,443.0,443,791.39
P-2023-002794,100521,ee203b1703de1595784024279eff985b,2023-05-30,2024-03-01,255.83,277.0,277,255.83
P-2023-002863,100838,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-05-19,2024-05-04,298.5,352.0,352,298.5
P-2023-002881,100895,a2a38920c9919e09c8703d8892080502,2023-02-02,2024-01-05,30.05,338.0,338,30.05
P-2023-002893,100743,3ef69f90a5178021fa2875bdb7700d8e,2023-09-24,2024-08-29,140.84,341.0,341,140.84
P-2023-002918,100341,ee203b1703de1595784024279eff985b,2023-04-18,2024-05-21,170.68,400.0,400,170.68
P-2023-002946,100424,3c66679311c1abec9d9192d01ce26f07,2023-10-16,2024-05-23,570.5,221.0,221,570.5
P-2023-002948,100320,dcfcf92bb54103cb27c8801b1960989c,2023-03-12,2023-11-12,854.43,246.0,246,854.43
P-2023-002950,100892,2faf36b0c9f62ee6b234e8e2630d7d3a,2023-10-03,2024-09-28,534.13,362.0,362,534.13
P-2023-002982,100868,3c66679311c1abec9d9192d01ce26f07,2023-01-06,2024-03-15,1354.57,435.0,435,1354.57
P-2023-002997,100271,eb1f8989a62d585d97875883da198e51,2023-07-26,2024-05-22,70.55,302.0,302,70.55
P-2024-000070,100518,3ef69f90a5178021fa2875bdb7700d8e,2024-05-21,2025-05-02,204.92,347.0,347,204.92
P-2024-000150,100660,a2a38920c9919e09c8703d8892080502,2024-10-18,2025-12-24,18.09,433.0,318,13.29
P-2024-000198,100188,ee203b1703de1595784024279eff985b,2024-12-21,2025-10-29,283.57,313.0,254,230.12
P-2024-000269,100261,3c66679311c1abec9d9192d01ce26f07,2024-11-11,2025-08-01,665.42,264.0,264,665.42
P-2024-000316,100825,7f89c4cd954b7f708ce420be328cebb4,2024-02-23,2025-05-09,109.98,442.0,442,109.98
P-2024-000367,100116,dcfcf92bb54103cb27c8801b1960989c,2024-06-18,2025-02-06,712.32,234.0,234,712.32
P-2024-000527,100015,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-08-11,2025-10-06,668.57,422.0,386,611.54
P-2024-000564,100791,ee203b1703de1595784024279eff985b,2024-09-09,2025-07-16,252.22,311.0,311,252.22
P-2024-000594,100109,ee203b1703de1595784024279eff985b,2024-02-14,2025-02-28,305.83,381.0,381,305.83
P-2024-000616,100415,eb1f8989a62d585d97875883da198e51,2024-09-14,2025-12-04,48.97,447.0,352,38.56
P-2024-000665,100850,7f89c4cd954b7f708ce420be328cebb4,2024-02-27,2024-10-23,70.3,240.0,240,70.3
P-2024-000698,100519,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-04-04,2025-06-24,393.18,447.0,447,393.18
P-2024-000711,100746,3ef69f90a5178021fa2875bdb7700d8e,2024-12-28,2026-02-06,89.59,406.0,247,54.5
P-2024-000824,100946,a2a38920c9919e09c8703d8892080502,2024-12-13,2026-02-18,34.33,433.0,262,20.77
P-2024-000856,100524,7f89c4cd954b7f708ce420be328cebb4,2024-12-19,2025-12-13,66.37,360.0,256,47.2
P-2024-000863,100263,3c66679311c1abec9d9192d01ce26f07,2024-10-04,2025-12-08,566.85,431.0,332,436.65
P-2024-001018,100784,eb1f8989a62d585d97875883da198e51,2024-10-02,2025-12-10,65.68,435.0,334,50.43
P-2024-001027,100595,19bd7beafce7eb141e672aec8fe7d7c3,2024-07-19,2025-10-03,351.13,442.0,409,324.91
P-2024-001159,100630,ee203b1703de1595784024279eff985b,2024-07-23,2025-04-29,97.97,281.0,281,97.97
P-2024-001183,100124,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-05-22,2025-07-03,757.34,408.0,408,757.34
P-2024-001284,100046,19bd7beafce7eb141e672aec8fe7d7c3,2024-06-01,2025-03-02,356.22,275.0,275,356.22
P-2024-001290,100990,dcfcf92bb54103cb27c8801b1960989c,2024-05-07,2025-01-31,724.29,270.0,270,724.29
P-2024-001337,100829,eb1f8989a62d585d97875883da198e51,2024-12-07,2026-02-12,64.22,433.0,268,39.75
P-2024-001353,100348,dcfcf92bb54103cb27c8801b1960989c,2024-04-03,2025-06-14,656.66,438.0,438,656.66
P-2024-001366,100287,eb1f8989a62d585d97875883da198e51,2024-10-09,2025-08-21,41.48,317.0,317,41.48
P-2024-001409,100151,ee203b1703de1595784024279eff985b,2024-06-28,2025-05-24,121.83,331.0,331,121.83
P-2024-001455,100467,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-05-18,2025-04-11,662.41,329.0,329,662.41
P-2024-001482,100963,7f89c4cd954b7f708ce420be328cebb4,2024-08-23,2025-10-17,162.51,421.0,374,144.37
P-2024-001590,100083,ee203b1703de1595784024279eff985b,2024-08-15,2024-12-05,215.25,113.0,113,215.25
P-2024-001633,100923,3ef69f90a5178021fa2875bdb7700d8e,2024-01-23,2024-10-21,139.72,273.0,273,139.72
P-2024-001647,100219,ee203b1703de1595784024279eff985b,2024-01-27,2025-04-05,97.3,435.0,435,97.3
P-2024-001688,100849,3ef69f90a5178021fa2875bdb7700d8e,2024-07-15,2025-05-12,132.67,302.0,302,132.67
P-2024-001724,100726,3c66679311c1abec9d9192d01ce26f07,2024-04-01,2025-05-19,798.67,414.0,414,798.67
P-2024-001738,100362,19bd7beafce7eb141e672aec8fe7d7c3,2024-06-12,2025-01-18,272.28,221.0,221,272.28
P-2024-001934,100552,eb1f8989a62d585d97875883da198e51,2024-06-25,2025-07-18,62.01,389.0,389,62.01
P-2024-001969,100217,eb1f8989a62d585d97875883da198e51,2024-08-14,2025-06-21,72.67,312.0,312,72.67
P-2024-001988,100643,eb1f8989a62d585d97875883da198e51,2024-07-13,2025-03-12,22.61,243.0,243,22.61
P-2024-002022,100435,7f89c4cd954b7f708ce420be328cebb4,2024-04-06,2025-03-10,78.81,339.0,339,78.81
P-2024-002061,100768,ee203b1703de1595784024279eff985b,2024-08-31,2025-10-02,113.53,398.0,366,104.4
P-2024-002197,100553,7f89c4cd954b7f708ce420be328cebb4,2024-01-22,2025-04-05,42.42,440.0,440,42.42
P-2024-002249,100739,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-10-14,2025-11-17,268.43,400.0,322,216.09
P-2024-002397,100037,19bd7beafce7eb141e672aec8fe7d7c3,2024-01-18,2025-03-16,466.92,424.0,424,466.92
P-2024-002409,100675,dcfcf92bb54103cb27c8801b1960989c,2024-03-22,2025-05-04,386.76,409.0,409,386.76
P-2024-002477,100868,2faf36b0c9f62ee6b234e8e2630d7d3a,2024-03-17,2024-11-12,711.77,241.0,241,711.77
P-2024-002494,100204,a2a38920c9919e09c8703d8892080502,2024-11-10,2025-07-04,41.33,237.0,237,41.33
P-2024-002512,100570,3c66679311c1abec9d9192d01ce26f07,2024-05-06,2025-06-08,97.54,399.0,399,97.54
